clientId	timestamp	photo	authorName	message	value	is-member	channelId	channel	channel_name	video
CIak8qGR6-sCFdGNfAodFkANZQ3	1600172986238496	https://yt3.ggpht.com/-uU2k4Jf6Swg/AAAAAAAAAAI/AAAAAAAAAAA/_UP-ukBDQTc/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Дмитрий	Я ввожу собственные санкции! у гос. компаний ничего больше принципиально покупать не буду. Все государственное теперь токсично как новичок!!!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COqtyOOU6-sCFUdqsgodWugG8Q1600173473807	1600173474221075	https://yt3.ggpht.com/-x87XjEITpBk/AAAAAAAAAAI/AAAAAAAAAAA/cJSpFftSRH8/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Елена Олейникова	1 .5 мрлд дадут Саше 3% наших денег 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CPuN5teS6-sCFSWHfAodze0BPQ2	1600173475100267	https://yt3.ggpht.com/-bCE4zuxJLNk/AAAAAAAAAAI/AAAAAAAAAAA/o7uL8K5BiBs/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Maria Akhmetzyanova	Упыря в Гаагу срочно!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CI3vna2W6-sCFVcc4AodKOkMdA1600173474154	1600173475353220	https://yt3.ggpht.com/-5vYos8jrm5I/AAAAAAAAAAI/AAAAAAAAAAA/W_VY33x8hlQ/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Елена Щербин	Хабаровск Сила!!! Жыве Беларусь!!! Мы Победим!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CMmaor2W6-sCFZJZmwod5wAJeA1600173476075	1600173476973101	https://yt3.ggpht.com/-QBKzxIJQdbw/AAAAAAAAAAI/AAAAAAAAAAA/GqLRsMh7Ll4/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Daniel D	ЖЫВЕ БЕЛАРУСЬ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKXbgreU6-sCFdmM3god4IgBXQ1600169886163	1600173477422960	https://yt3.ggpht.com/-ZCbbhEpxPXk/AAAAAAAAAAI/AAAAAAAAAAA/HMvTh-lpZiI/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Серж Бывалый	НЕ СЛУШАЙТЕ ЭТИХ ВСЕХ ЛЮДЕЙ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CILe5a6W6-sCFSZBegUdxegMxg0	1600173479766316	https://yt3.ggpht.com/-BAoiENnaQjc/AAAAAAAAAAI/AAAAAAAAAAA/Yd2MFL6O0So/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	GaVrOsh	ортопедическая стелька для шпоры на пятке 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKm0lKOS6-sCFZRAmwodmDQHuQ1600173482179	1600173482255011	https://yt3.ggpht.com/-jc5VocGMfnQ/AAAAAAAAAAI/AAAAAAAAAAA/Wi3fQjA7kOU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Никита Федоров	они же зомби бело-красные,куда им скажут туда и идут 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COqwvcKU6-sCFYjyVQodTcMGgQ0	1600173482538163	https://yt3.ggpht.com/-0H06VlzevKA/AAAAAAAAAAI/AAAAAAAAAAA/yyrn6seoyv0/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Alex Yrevich	лука и есть оппозиция , он сейчас с помощью силовых структур удерживает власть 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNrRyIGR6-sCFVJH4Aod_cMK1w-18	1600173483132938	https://yt3.ggpht.com/-jF9J0s9-5gM/AAAAAAAAAAI/AAAAAAAAAAA/aGJAfYLDLrw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Элька Сергевна	Введите персональные санкции! Остановите Северный поток до смены режима! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNHs3cKV6-sCFQ1Xsgod_5wLSg1600173483136	1600173483927936	https://yt3.ggpht.com/-hb6CpTGqDwE/AAAAAAAAAAI/AAAAAAAAAAA/2LB6YhiYjtQ/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	L L	наёмников " мальчиков " отправят грузом 200 ,,, девочками 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CODZlbKU6-sCFYvzVQodgWcIeA5	1600173485509324	https://yt3.ggpht.com/-4hbcqBIuGok/AAAAAAAAAAI/AAAAAAAAAAA/mu1-BnIoNfw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Асан Жаанбаев	РОССИЯ в будущем соединит Эстония , Латвия , Литва , Польша , Белорус и СНГ 100% . РОССИЯ ТОГДА БУДЕТ ИМПЕРИЯМ 100% .🤣🤣🤣😂😂😂😂 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNOCj7WV6-sCFcK8VQodx8AKuw1600173482189	1600173488781827	https://yt3.ggpht.com/-yKTvDV19Gjc/AAAAAAAAAAI/AAAAAAAAAAA/M-xI4Cgkl4s/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Дмитрий Гурьев	Рабочий теперь может не выходить на работу, если 15 дней задержка з/п. 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJ2-lvmV6-sCFcSofAodfk0AGg0	1600173489298321	https://yt3.ggpht.com/-2XXQf2myxU4/AAAAAAAAAAI/AAAAAAAAAAA/K2R8aOBFKXk/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Кристина Мельникова	с каких пор вы стали так рууских не любить 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKad-r6U6-sCFYJAmwodCnELEA1600173491477	1600173491587164	https://yt3.ggpht.com/-kbGf5SON9rY/AAAAAAAAAAI/AAAAAAAAAAA/JuiihoFLN0A/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Mike Red	димона в приемники 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJvChcyW6-sCFURzmwodjPQAqw1600173484392	1600173492269436	https://yt3.ggpht.com/-xwvQRGyusR4/AAAAAAAAAAI/AAAAAAAAAAA/TvMavBhlI6E/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Вадим Карымов	Здоровья Навальному, но Навальный позор 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKCP7sGV6-sCFURCegUdHZoGmA1600173492169	1600173493806833	https://yt3.ggpht.com/-niLiYYoojJI/AAAAAAAAAAI/AAAAAAAAAAA/EzU-ZyCjeVo/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Serge Bulati	Путин руки прочь от Беларуси 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COO9t-CR6-sCFRrxVQodiv8Ljg1	1600173496824586	https://yt3.ggpht.com/-epA5_qPQZD8/AAAAAAAAAAI/AAAAAAAAAAA/dLPmZnJhERs/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Отдел Продаж	Сабака брэша, караван идет. 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJvB_NiV6-sCFRJjsgoddsEDdg-2	1600173499024258	https://yt3.ggpht.com/-Av64lc1L2WU/AAAAAAAAAAI/AAAAAAAAAAA/E4TUNFWlGWk/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Vola Groerova	Хабаровск, держитесь! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLbw68CW6-sCFYIUiQodvGYIbA1600173558362	1600173503594983	https://yt3.ggpht.com/-LKms6vySzos/AAAAAAAAAAI/AAAAAAAAAAA/UuddTx2ESBU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Александр Скоков	belarus ce estonia 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLb5hIeW6-sCFbSY3goddjEGpQ1600173505783	1600173505583930	https://yt3.ggpht.com/-ksx0u2crjm4/AAAAAAAAAAI/AAAAAAAAAAA/mW9609WcKfA/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	лора симонова	Артём, ты уже провакцинировался, чипировался, за тобой ещё нет тотальной слежки? 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJrl_KyV6-sCFRR2mwodGhEOrw1600173507083	1600173507920584	https://yt3.ggpht.com/-BZSxI1E2Rf0/AAAAAAAAAAI/AAAAAAAAAAA/30XndqIDXxU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Эрнист Батыров	Лукаш молодец 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKLarqKV6-sCFVeLfAodu0oPHg1	1600173514863895	https://yt3.ggpht.com/-M3a1GV612UE/AAAAAAAAAAI/AAAAAAAAAAA/pQnNP6VDFNw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Валерий Домашенко	Что за польский бункер 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJazluGU6-sCFS9CegUd7mcAXw1600173467046	1600173514769672	https://yt3.ggpht.com/-heLiqbQS8xk/AAAAAAAAAAI/AAAAAAAAAAA/qmtb3aGRngU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Проблема	инаугурация даст почву новым протестам 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLW8wamU6-sCFdvEVQodiYYMfg2	1600173517493199	https://yt3.ggpht.com/-N86thbr8-Q4/AAAAAAAAAAI/AAAAAAAAAAA/_ong2nvd0zM/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	reparoo azorio	КАдырова вПРЕЗИДЕНТЫ БЕЛАРУИ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLiCwK2V6-sCFVOLfAodUIUCcQ3	1600173518718606	https://yt3.ggpht.com/-tPJE_NudAPk/AAAAAAAAAAI/AAAAAAAAAAA/nmb46Ys0uyw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Zulfiya Altynbaeva	время - самый дорогой ресурс для каждого из нас абсолютно, дороже времени нет ничего.. и стареть так не хочется🙂🙃 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CIHsiKiW6-sCFftCegUdWc0Ndw0	1600173520252414	https://yt3.ggpht.com/-I-ERToFFRJQ/AAAAAAAAAAI/AAAAAAAAAAA/vgE_iTCubRw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Ленка Перестрелкина	Завтра лука еще помрет,мало ли что,кто будет отдавать полтора лярда баксов? 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKmpi7WW6-sCFZEI4AodT-IHUA1600173521318	1600173522323756	https://yt3.ggpht.com/-U0w-8FcuQT0/AAAAAAAAAAI/AAAAAAAAAAA/y7L4HStPJlU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Геннадий Литвинов	Литвинович, за всех не говори!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJ7-tcqU6-sCFcZtmwodvPMBdA-2	1600173524018116	https://yt3.ggpht.com/-JKScNmmMUSg/AAAAAAAAAAI/AAAAAAAAAAA/MUqoURw4IKY/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Marina Abdulova	Мосгорсуд пугается футболок. Судьям срочно бояры налить 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJXyn82W6-sCFVtBegUd7_YABg0	1600173527092728	https://yt3.ggpht.com/-F1zw3BxILvA/AAAAAAAAAAI/AAAAAAAAAAA/F4XwpL_l9oU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	yuriy semak	я желаю вам победить без майдана!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COLY0LGT6-sCFQ9csgodSI8KiA1600173532918	1600173530186166	https://yt3.ggpht.com/-0pF4iAKarKw/AAAAAAAAAAI/AAAAAAAAAAA/IV7PqmbFRz8/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Ян Чернушевич	литвин литвинович ✌️👍👍👍 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLm9iLKW6-sCFRHsVQodpQ4DGQ0	1600173531251693	https://yt3.ggpht.com/-Xiv3RwPDeDQ/AAAAAAAAAAI/AAAAAAAAAAA/tTWMvCApswY/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Annet LovART ONE STROKE PAINTING	путин ПИДАР БОТЕКСНЫЙ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJyIotyT6-sCFYv2VQodWlkCow3	1600173531301832	https://yt3.ggpht.com/-ChKXeoOaVHY/AAAAAAAAAAI/AAAAAAAAAAA/tOJqld9xEpw/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Денис Джорин	естественно, тут что-то не говорят про то, что оппозиция направляется из-за границы, с Польши и Чехии 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLXEltqW6-sCFc-afAod6CMOxQ1600173348622	1600173535410814	https://yt3.ggpht.com/-3Nai3v1-Lx4/AAAAAAAAAAI/AAAAAAAAAAA/m90LPK14Lu0/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Ангелина Левит	Жыве Беларусь! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNeHyvCN6-sCFQLYVQodlIIOBw9	1600173535880476	https://yt3.ggpht.com/-Eu-5nz8uIlc/AAAAAAAAAAI/AAAAAAAAAAA/4OzIvzGQ6oA/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Собака Павлова	ботам новые методички раздали 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CPWvu9CS6-sCFVk8swAdpRQC7Q5	1600173536899763	https://yt3.ggpht.com/-qsqcO6jQ94A/AAAAAAAAAAI/AAAAAAAAAAA/IUeTBvhTSJU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Boris Korotkov	Кремль на вилы!!Оппозиция обьединяйся !!чем скорее ,тем лучше...Вове надо чаю.....со всей шворней его... 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CM6yxe-U6-sCFZryVQodkRcDHQ0	1600173537753141	https://yt3.ggpht.com/-aeRP6B-Co40/AAAAAAAAAAI/AAAAAAAAAAA/5LRyjbtNqc8/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Татьяна Павлина	Ой сколько Ботов! Россияне,отбивайтесь!Из Беларуси с верой в Вас!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKXbgreU6-sCFdmM3god4IgBXQ1600169948136	1600173539392862	https://yt3.ggpht.com/-ZCbbhEpxPXk/AAAAAAAAAAI/AAAAAAAAAAA/HMvTh-lpZiI/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Серж Бывалый	НЕ ВЕДИТЕСЬ БЕЛАРУСЫ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CMaG3fiV6-sCFaqt3godDsMDQA-1	1600173545389203	https://yt3.ggpht.com/-j8B7CMBKTQI/AAAAAAAAAAI/AAAAAAAAAAA/9adcQzmOjc0/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Goga Goga	belorus is europe!!!! EU 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKPp9ZiV6-sCFR008QUd53gBAg1600173544761	1600173545588657	https://yt3.ggpht.com/-d7wcX_aN7yo/AAAAAAAAAAI/AAAAAAAAAAA/uYZf-yqGMMk/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Луна	он уже это делает😠 куда хуже 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CIun0J-V6-sCFVmMfAodjJQLeQ0	1600173547157700	https://yt3.ggpht.com/-nrXQOJVF0Kg/AAAAAAAAAAI/AAAAAAAAAAA/zNRBPoqP618/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Алексей Альта	Litvin Linvinovich 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CL_F5d6W6-sCFd2LwgEdU0gL9g-0	1600173549287107	https://yt3.ggpht.com/-trQHubipZMc/AAAAAAAAAAI/AAAAAAAAAAA/TrI0DPUs8uc/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Castle of Music	Крушить уже не поможет !!!!!!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CPbFiIyU6-sCFUrAVQod9eoAuA10	1600173551360000	https://yt3.ggpht.com/-yZnMn6xh8MY/AAAAAAAAAAI/AAAAAAAAAAA/xCjjp7yHur4/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	токи байков	БОЛГАРИЯ ХОЧЕТ АНЕКСИЯ ИЗ РУСИЯ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKm0lKOS6-sCFZRAmwodmDQHuQ1600173551363	1600173551449084	https://yt3.ggpht.com/-jc5VocGMfnQ/AAAAAAAAAAI/AAAAAAAAAAA/Wi3fQjA7kOU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Никита Федоров	Тихановская+дождь - обман один 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CKuAhL6T6-sCFZDmVQodFTMFpw13	1600173552301502	https://yt3.ggpht.com/-GSs_ds9UDeA/AAAAAAAAAAI/AAAAAAAAAAA/hFqqXmnEHfE/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	вacя федя	БЕЛОРУССИЯ = НАШ!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLWu_LKS6-sCFcm7VQodydkECg10	1600173552481080	https://yt3.ggpht.com/-Chcfth2Kd1w/AAAAAAAAAAI/AAAAAAAAAAA/xW45YbvtqJ4/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Антон	Митяй Р тебя чаем еще не угощал ?☢чай под называнием новичок 😋 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNn1i_eV6-sCFSRAegUdX2IO4w2	1600173552516198	https://yt3.ggpht.com/-HOmLrq_i79U/AAAAAAAAAAI/AAAAAAAAAAA/8E5MEhXnHog/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Igor Itman	ЖЫВЕ ПУТИН!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CPfP-8CO6-sCFYTIVQodWwwAHQ6	1600173552634991	https://yt3.ggpht.com/-4moTiR72dPo/AAAAAAAAAAI/AAAAAAAAAAA/hKX6t0CjuWU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	G. а	да 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNy_4OOW6-sCFcE7sgodJ-ENng1600173553929	1600173554558020	https://yt3.ggpht.com/-SRp6OpoK8Fo/AAAAAAAAAAI/AAAAAAAAAAA/m821VohvemE/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Забей Коси	#алексейживи✊❌✌нахрен лукашеску 👎 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CMD8iOSV6-sCFQJGmwod3t0Ncg1600180733981	1600173557807958	https://yt3.ggpht.com/-pJoxvthQUjg/AAAAAAAAAAI/AAAAAAAAAAA/xb366_6CRs0/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Митяй Р.	Лукаш уже холодец 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COqtyOOU6-sCFUdqsgodWugG8Q1600173562151	1600173562584179	https://yt3.ggpht.com/-x87XjEITpBk/AAAAAAAAAAI/AAAAAAAAAAA/cJSpFftSRH8/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Елена Олейникова	а мне кажетсяснизит градус репрессий 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJCK5--W6-sCFQ4E4Aod-YUPTA1600173562059	1600173562817782	https://yt3.ggpht.com/-TyqF8Eg_8NE/AAAAAAAAAAI/AAAAAAAAAAA/pEsKfo0AN5E/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Серый Савич	ПУТИН— ВРАГ БОЛЬШИНСТВА ПРОСТЫХ ГРАЖДАН БЕЛАРУСИ.. 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CMLBsoyW6-sCFQk6sgod7ToCkg-0	1600173567601438	https://yt3.ggpht.com/-ii30JlxRLGE/AAAAAAAAAAI/AAAAAAAAAAA/E_w7Y3wlwBk/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Дмитрий Л	Белорусы - сила) 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CO2HsNeW6-sCFYpUmwoddnEMSQ1600173570714	1600173571685136	https://yt3.ggpht.com/-TBH-pGN_asA/AAAAAAAAAAI/AAAAAAAAAAA/fSrWGsxq3vc/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Анатолий Дранишников	да свр уделала навального у него вид заключенного освенцима.где мы живем? 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLy31pCV6-sCFVFCegUdmnwHaA3	1600173572333314	https://yt3.ggpht.com/-5blIcGS3tMQ/AAAAAAAAAAI/AAAAAAAAAAA/EJOpHMwbD6g/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	No mad Kuznetsov	Вообще-то беларусы - это литвины, население Московской Руси - русины 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CMXW0fKN6-sCFcSuVQoddcYIzw0	1600173574530509	https://yt3.ggpht.com/-IhfF6h6OM5s/AAAAAAAAAAI/AAAAAAAAAAA/XBd1PVZzHF4/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	slaw ka	Что он несет?!? 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CO2HqLWS6-sCFYZDmwodkmcKQQ1600173574450	1600173574679485	https://yt3.ggpht.com/-FrPSO3YkSgw/AAAAAAAAAAI/AAAAAAAAAAA/YSourTdiefE/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Игорь Журавлёв	Конечно будет бить. пока отпор не получит,будет наглеть 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNK0mNKV6-sCFeSMOAodq18P_g1600173573814	1600173575872643	https://yt3.ggpht.com/-M_Rv0a5QYxg/AAAAAAAAAAI/AAAAAAAAAAA/p8dqrVj8IGQ/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Кот Анрей	Jude руский партизан 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CJazluGU6-sCFS9CegUd7mcAXw1600173529069	1600173576794017	https://yt3.ggpht.com/-heLiqbQS8xk/AAAAAAAAAAI/AAAAAAAAAAA/qmtb3aGRngU/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Проблема	забастовка!!!!!!!!!!!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CNuZuo2W6-sCFYJdmwodrk8L1A1600173583504	1600173581903558	https://yt3.ggpht.com/-HgoNMOfEvjU/AAAAAAAAAAI/AAAAAAAAAAA/PLZXBDILBkA/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Кристина Аракелян	Кто написал Кадырова в президенты Беларуссии 🤦😁Он тоже жёсткий, очень. Но справедливый! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CO_h0oyW6-sCFcKDfAodD8QI-Q1	1600173582006953	https://yt3.ggpht.com/-HbHwa8fC2nw/AAAAAAAAAAI/AAAAAAAAAAA/th0X4_oxTI4/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	С. Семенова	А кто у «старшего брата» будет «старшим братом»🤨 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
COiD6v-W6-sCFZFtmwod1JsGpA1600173585282	1600173586740356	https://yt3.ggpht.com/-SYLtawmNcfk/AAAAAAAAAAI/AAAAAAAAAAA/EmBLqBTNoXg/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Antonina Ivshina	ЖЫВЕ БЕЛОРУССЬ :thanksdoc: 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLKhpKaU6-sCFQ6OfAodLN8New2	1600173593549619	https://yt3.ggpht.com/-B35kJbXPTAs/AAAAAAAAAAI/AAAAAAAAAAA/vmn73nmRyyY/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Сириус Грант	РОССИЯ --НАША КИТАЙСКАЯ .. 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLm9iLKW6-sCFRHsVQodpQ4DGQ1	1600173593756695	https://yt3.ggpht.com/-Xiv3RwPDeDQ/AAAAAAAAAAI/AAAAAAAAAAA/tTWMvCApswY/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Annet LovART ONE STROKE PAINTING	путин ПИДАР БОТЕКСНЫЙ 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CPrOhvmR6-sCFa2IfAod3u4HtQ4	1600173594390974	https://yt3.ggpht.com/-QPzRHBEQp7o/AAAAAAAAAAI/AAAAAAAAAAA/JBBceSlrXpc/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Ben Bortnik	Дырова в президенты Беларуси! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CI3vna2W6-sCFVcc4AodKOkMdA1600173595791	1600173596955795	https://yt3.ggpht.com/-5vYos8jrm5I/AAAAAAAAAAI/AAAAAAAAAAA/W_VY33x8hlQ/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Елена Щербин	Светлана наш президент!!! Жыве Беларусь!!! Хабаровск Сила!!! 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
CLOM1qKT6-sCFTJAegUdpzgH2w1600173596194	1600173597331898	https://yt3.ggpht.com/-9qXMrb5BSPo/AAAAAAAAAAI/AAAAAAAAAAA/yKjt8AgODy8/s32-c-k-no-mo-rj-c0xffffff/photo.jpg	Niko Refio	выходим в субботу на улицу✌️❤️💪👏 		False		UCdubelOloxR3wzwJG9x8YqQ	Телеканал Дождь	-lo55cFYKdA
